Airport_Name,Aircraft_Make_Model,Effect_Amount_of_damage,Flight_Date,Aircraft_Airline_Operator,Origin_State,Phase_of_flight,Wildlife_Size,Wildlife_Species,Time_of_day,Cost_Other,Cost_Repair,Cost_Total__,Speed_IAS_in_knots
CHARLESTON AFB/INTL ARPT,C-141B,None,1995-03-31,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,B-757-200,None,2000-11-09,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120
LAGUARDIA NY,B-757-200,None,1992-10-13,DELTA AIR LINES,New York,Climb,Large,Unknown bird - large,Day,0,0,0,180
LAGUARDIA NY,MD-82,None,1993-10-25,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,215
GREATER PITTSBURGH,B-737-300,Substantial,1997-09-22,US AIRWAYS*,Pennsylvania,Approach,Large,Canada goose,Day,0,0,0,150
PORT COLUMBUS INTL,B-737,None,1996-05-14,SOUTHWEST AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2002-01-17,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,165
LAGUARDIA NY,DC-9-30,None,1990-11-24,AIR CANADA,New York,Approach,Small,European starling,Day,0,0,0,130
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1997-05-02,AMERICAN AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,90
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,2000-04-26,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,190
AUSTIN-BERGSTROM INTL,MD-80,None,1995-05-13,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,FOKKER F100,None,1998-08-05,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,None,2002-06-22,ATLANTIC COAST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,None,2000-08-30,MESABA AIRLINES,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,130
CHICAGO O'HARE INTL ARPT,B-737,None,1994-08-23,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140
PORTLAND INTL (OR),B-737-300,None,1999-06-02,UNITED AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
HOUSTON-HOBBY,B-737-300,None,1990-10-25,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2000-07-19,COMAIR AIRLINES,Kentucky,Climb,Medium,American crow,Day,0,0,0,150
TETERBORO AIRPORT,CITATION II,None,2001-09-05,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SALT LAKE CITY INTL,KC-135E,None,1990-05-15,MILITARY,Utah,Landing Roll,Small,Common nighthawk,Day,0,0,0,150
LAGUARDIA NY,A-320,None,2000-07-25,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Day,0,0,0,160
NEW ORLEANS INTL,PA-31 NAVAJO,None,1999-01-13,BUSINESS,Louisiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,90
HOUSTON-HOBBY,B-737,None,2001-04-14,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
HONOLULU INTL ARPT,DC-9-50,None,1997-09-12,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,135
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,1995-10-14,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,200
LIHUE ARPT,B-737-200,None,1996-12-16,ALOHA AIRLINES,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,SAAB-340,None,1993-09-18,AMERICAN EAGLE AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,180
PHILADELPHIA INTL,DC-8-61,None,1997-03-29,UPS AIRLINES,Pennsylvania,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
TETERBORO AIRPORT,LEARJET-35,None,2000-12-23,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NEW ORLEANS INTL,B-727,None,1994-09-16,DELTA AIR LINES,Louisiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
JOHN F KENNEDY INTL,A-300,None,1994-04-04,AMERICAN AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,0,0,120
PHOENIX SKY HARBOR,BE-1900,Minor,1996-08-29,MESA AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,1990-04-19,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,140
SALT LAKE CITY INTL,EMB-120,None,1998-03-12,SKYWEST AIRLINES,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1996-11-28,AMERICAN AIRLINES,Texas,Climb,Small,Horned lark,Day,0,0,0,160
SACRAMENTO INTL,B-737,None,1997-01-25,AMERICA WEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,1991-06-29,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Dawn,0,0,0,160
CHICAGO MIDWAY INTL ARPT,B-737-300,None,1993-08-08,SOUTHWEST AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Night,0,0,0,105
EPPLEY AIRFIELD,MD-82,None,1997-10-09,AMERICAN AIRLINES,Nebraska,Take-off run,Small,European starling,Day,0,0,0,150
PORTLAND INTL (OR),C-130H,None,1997-02-11,MILITARY,Oregon,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
METRO OAKLAND INTL,B-737-300,None,2000-05-24,SOUTHWEST AIRLINES,California,Landing Roll,Large,Turkey vulture,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-737-200,Substantial,1996-09-30,DELTA AIR LINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,250
KANSAS CITY INTL,B-737-200,Minor,1995-05-03,SOUTHWEST AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
NASHVILLE INTL,B-737-200,None,1995-11-24,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140
LOUISVILLE INTL ARPT,B-757-200,None,1992-08-28,UPS AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
JOHN F KENNEDY INTL,A-320,None,2000-08-24,BUSINESS,New York,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-8,None,1996-12-12,UPS AIRLINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,70
DENVER INTL AIRPORT,B-757-200,None,2000-11-05,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,B-737-300,None,1990-10-13,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,210
SAN ANTONIO INTL,MD-80,None,1999-08-20,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,80
NASHVILLE INTL,B-737-100,None,1998-02-25,CONTINENTAL AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,210
HOUSTON-HOBBY,B-727-200,None,1993-04-19,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,115
GREATER PITTSBURGH,DORNIER 328,None,1996-08-24,PSA AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,110
RONALD REAGAN WASHINGTON NATL,MD-80,None,1995-10-11,CONTINENTAL AIRLINES,DC,Approach,Small,Chimney swift,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-09-19,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160
PHILADELPHIA INTL,MD-80,None,2001-04-05,TRANS WORLD AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,Minor,2000-04-21,AMERICAN AIRLINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,250
NEW ORLEANS INTL,C-208,Medium,1992-12-18,BUSINESS,Louisiana,Approach,Large,Unknown bird - large,Night,8250,9901,18151,160
GREATER PITTSBURGH,MD-80,Medium,1997-07-04,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135
DENVER INTL AIRPORT,B-737,None,1996-09-04,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,2002-04-25,US AIRWAYS*,North Carolina,Approach,Small,European starling,Day,0,0,0,135
NASHVILLE INTL,B-727-200,None,1990-09-17,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
CLEVELAND-HOPKINS INTL ARPT,DHC8 DASH 8,None,1999-05-04,ALLEGHENYAIRLINES,Ohio,Climb,Small,Unknown bird - small,Dawn,0,0,0,115
LOGAN INTL,EMB-135,None,2002-05-04,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,140
CHARLESTON AFB/INTL ARPT,DC-9-30,None,1994-04-22,US AIRWAYS*,South Carolina,Approach,Medium,Red-tailed hawk,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1991-06-17,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,138
INDIANAPOLIS INTL,B-727,None,1997-06-19,FEDEX EXPRESS,Indiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,90
CHICAGO O'HARE INTL ARPT,MD-80,None,1993-06-19,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,170
SACRAMENTO INTL,B-737-300,Minor,2002-01-09,UNITED AIRLINES,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,
PHILADELPHIA INTL,B-767,None,1998-02-07,US AIRWAYS*,Pennsylvania,Approach,Small,European starling,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-04-15,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,180
NEWARK LIBERTY INTL ARPT,DC-10-10,None,1992-09-11,UNITED AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1990-05-13,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160
BALTIMORE WASH INTL,B-727,None,1999-05-05,ASTAR AIR CARGO,Maryland,Climb,Medium,Unknown bird - medium,Night,0,0,0,145
NEWARK LIBERTY INTL ARPT,B-727,None,2000-10-10,FEDEX EXPRESS,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,180
CHICAGO O'HARE INTL ARPT,B-737-200,Substantial,1999-04-05,UNITED AIRLINES,Illinois,Take-off run,Medium,Red-tailed hawk,Day,0,1715077,1715077,
HONOLULU INTL ARPT,B-737-200,None,1999-12-31,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130
LOS ANGELES INTL,MD-80,None,1999-09-04,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
PHOENIX SKY HARBOR,B-737-300,None,1991-05-12,SOUTHWEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
PORT COLUMBUS INTL,B-737-200,None,1995-08-09,US AIRWAYS*,Ohio,Take-off run,Small,Unknown bird - small,Night,0,0,0,20
SEATTLE-TACOMA INTL,B-757-200,None,2002-05-05,AMERICAN AIRLINES,Washington,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SALT LAKE CITY INTL,B-757-200,None,1993-06-16,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,125
MEMPHIS INTL,B-727-100,None,1997-04-30,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140
KANSAS CITY INTL,BE-1900,None,1998-10-05,MESA AIRLINES,Missouri,Landing Roll,Small,European starling,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-09-25,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,165
CHICAGO O'HARE INTL ARPT,MD-82,None,1999-05-19,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,135
DENVER INTL AIRPORT,MD-80,None,2001-10-02,AMERICAN AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LIHUE ARPT,B-737-200,None,1996-12-17,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,125
RONALD REAGAN WASHINGTON NATL,FOKKER F100,None,2001-08-25,AMERICAN AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,80
NASHVILLE INTL,B-737-300,None,1996-09-25,SOUTHWEST AIRLINES,Tennessee,Climb,Small,European starling,Day,0,0,0,155
EPPLEY AIRFIELD,B-727,None,2000-08-31,DELTA AIR LINES,Nebraska,Approach,Large,Unknown bird - large,Day,0,0,0,160
HOUSTON-HOBBY,MD-80,None,1991-01-23,AMERICAN AIRLINES,Texas,Approach,Small,European starling,Day,0,0,0,135
LIHUE ARPT,B-737-200,None,1997-01-01,ALOHA AIRLINES,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,
ATLANTA INTL,MD-88,None,1998-08-22,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,150
AUSTIN-BERGSTROM INTL,B-727-100,None,1999-09-24,DELTA AIR LINES,Texas,Landing Roll,Small,Mourning dove,Day,0,0,0,130
EPPLEY AIRFIELD,MD-80,None,2002-06-01,AMERICAN AIRLINES,Nebraska,Take-off run,Small,Unknown bird - small,Day,0,0,0,80
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,1993-04-28,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
LIHUE ARPT,B-737-200,None,1998-01-03,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,140
LOUISVILLE INTL ARPT,SAAB-340,None,1994-07-24,AMERICAN EAGLE AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,130
DENVER INTL AIRPORT,B-737-400,None,1997-06-28,US AIRWAYS*,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,175
RONALD REAGAN WASHINGTON NATL,B-757-200,None,1995-10-29,UNITED AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1996-05-19,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1991-10-09,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,170
METRO OAKLAND INTL,B-737-300,Minor,1995-05-27,SOUTHWEST AIRLINES,California,Climb,Large,Canada goose,Day,0,0,0,140
ORLANDO INTL,MD-88,None,1999-10-17,DELTA AIR LINES,Florida,Climb,Medium,Unknown bird - medium,Night,0,0,0,200
JOHN F KENNEDY INTL,DC-10,None,1997-10-01,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,Substantial,1990-11-08,UNITED AIRLINES,New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,B-727,None,1998-07-13,AMERICAN AIRLINES,Indiana,Landing Roll,Small,Killdeer,Day,0,0,0,115
SACRAMENTO INTL,B-737-300,None,1997-06-01,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
GREATER PITTSBURGH,KC-135E,None,2001-08-28,MILITARY,Pennsylvania,Approach,Small,Unknown bird - small,Dusk,0,0,0,190
JOHN F KENNEDY INTL,BA-31 JETSTR,None,1996-07-30,ATLANTIC COAST AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
ATLANTA INTL,B-757-200,None,2000-09-22,DELTA AIR LINES,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,220
ATLANTIC CITY INTL,BE-1900,None,1995-07-29,UNITED AIRLINES,New Jersey,Landing Roll,Small,Tree swallow,Day,0,0,0,
ATLANTA INTL,B-767-400,None,2001-09-09,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Dawn,0,0,0,140
INDIANAPOLIS INTL,B-737-300,None,1991-09-20,US AIRWAYS*,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SALT LAKE CITY INTL,B-727-200,None,1999-04-23,DELTA AIR LINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,155
CHICAGO MIDWAY INTL ARPT,B-737-200,None,1998-07-14,SOUTHWEST AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,126
ORLANDO INTL,MD-82,None,1992-12-22,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,135
LOUISVILLE INTL ARPT,B-767-300,None,1997-07-09,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LIHUE ARPT,B-737,None,1998-01-14,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,
EPPLEY AIRFIELD,B-727,None,2000-09-19,DELTA AIR LINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,
HONOLULU INTL ARPT,B-737-200,Minor,1992-10-09,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Dawn,0,1650,1650,110
SACRAMENTO INTL,B-737-300,None,2000-07-02,UNITED AIRLINES,California,Take-off run,Small,European starling,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1992-04-14,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
JOHN F KENNEDY INTL,ATR-42,None,1994-09-29,AMERICAN EAGLE AIRLINES,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
LAGUARDIA NY,B-727-200,None,1998-04-12,US AIRWAYS*,New York,Descent,Small,Unknown bird - small,Night,0,0,0,210
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,1994-08-13,US AIRWAYS*,North Carolina,Approach,Small,Mourning dove,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-100,None,1993-09-26,AMERICAN AIRLINES,Texas,Approach,Small,Cattle egret,Night,0,0,0,130
GREATER PITTSBURGH,FOKKER F100,None,1992-06-06,US AIRWAYS*,Pennsylvania,Landing Roll,Large,White-tailed deer,Dusk,0,0,0,
SACRAMENTO INTL,B-737,None,1996-08-03,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2001-10-23,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,None,1993-08-06,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,126
MEMPHIS INTL,BA-146,None,2001-09-22,MESABA AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
NEW ORLEANS INTL,B-727,None,1993-02-25,CONTINENTAL AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
WILL ROGERS WORLD ARPT,FOKKER F100,None,1993-09-27,AMERICAN AIRLINES,Oklahoma,Climb,Small,Unknown bird - small,Day,0,0,0,150
LOGAN INTL,A-319,None,2001-08-22,US AIRWAYS*,Massachusetts,Climb,Small,Unknown bird - small,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-200,None,2001-07-08,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,132
GREATER PITTSBURGH,B-737-300,Medium,1994-09-14,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,134
RONALD REAGAN WASHINGTON NATL,B-737,None,1990-10-25,US AIRWAYS*,DC,Approach,Large,Canada goose,Day,0,0,0,120
SALT LAKE CITY INTL,B-767-300,None,1998-06-04,UPS AIRLINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NEW ORLEANS INTL,B-737-300,None,1999-03-29,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,2001-08-17,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
HONOLULU INTL ARPT,B-737,None,1997-10-12,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Rock pigeon,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,1991-08-29,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
GREATER PITTSBURGH,DC-9-30,None,1997-10-11,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9-30,None,1994-04-01,ABX AIR,Kentucky,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
MINNEAPOLIS-ST PAUL INTL,SAAB-340,None,2000-08-07,MESABA AIRLINES,Minnesota,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),MD-80,None,1990-08-29,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,130
SEATTLE-TACOMA INTL,A-320,None,1992-06-04,NORTHWEST AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-09-22,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1996-10-27,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,190
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,2002-06-12,ATLANTIC COAST AIRLINES,DC,Approach,Small,Rock pigeon,Day,0,0,0,140
LOUISVILLE INTL ARPT,DC-8,None,1995-03-14,UPS AIRLINES,Kentucky,Descent,Large,Unknown bird - large,Night,0,0,0,250
NEWARK LIBERTY INTL ARPT,A-300,None,1996-09-13,AMERICAN AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,PA-32,Minor,1991-10-09,BUSINESS,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
JOHN F KENNEDY INTL,A-300,None,1990-11-26,AMERICAN AIRLINES,New York,Take-off run,Small,Unknown bird - small,Day,0,0,0,125
DENVER INTL AIRPORT,BE-1900,Minor,1999-08-03,GREAT LAKES AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,1993-08-29,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1993-10-21,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180
PHILADELPHIA INTL,B-737-400,None,2001-08-13,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-727,None,1990-09-10,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,150
JOHN F KENNEDY INTL,B-767-200,None,1999-01-02,AMERICAN AIRLINES,New York,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,B-757-200,None,2000-06-21,AMERICA WEST AIRLINES,Indiana,Landing Roll,Small,American kestrel,Night,0,0,0,
MEMPHIS INTL,BA-41 JETSTR,None,1999-11-01,TRANS STATES AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,95
CHARLESTON AFB/INTL ARPT,C-17A,None,1996-11-21,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,160
AUSTIN-BERGSTROM INTL,MD-90-30,None,2001-07-01,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
AUSTIN-BERGSTROM INTL,MD-82,None,1996-05-14,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,200
LIHUE ARPT,B-717-200,None,2002-03-30,HAWAIIAN AIR,Hawaii,Approach,Small,Barn owl,Night,0,0,0,140
BALTIMORE WASH INTL,B-737-700,None,2000-08-10,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1997-04-22,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180
NASHVILLE INTL,BA-31 JETSTR,None,1993-03-21,AMERICAN EAGLE AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,30
CHICAGO O'HARE INTL ARPT,A-320,None,2000-04-08,UNITED AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,1993-04-28,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Day,0,0,0,200
HOUSTON-HOBBY,B-737-200,Substantial,1995-11-18,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
LOS ANGELES INTL,BE-400 BJET,Minor,2000-07-09,BUSINESS,California,Take-off run,Small,Rock pigeon,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-757-200,None,1999-01-16,NORTHWEST AIRLINES,California,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,1991-12-11,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-300,Substantial,1997-08-21,SOUTHWEST AIRLINES,Oregon,Climb,Medium,Mallard,Day,0,144634,144634,
MINNEAPOLIS-ST PAUL INTL,FOKKER F100,None,1994-10-30,AMERICAN AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,
GREATER PITTSBURGH,DORNIER 328,None,2000-05-28,PSA AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,110
CHARLESTON AFB/INTL ARPT,C-17A,None,1996-10-11,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,230
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1995-07-11,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
